description_id,product_id,contents
43,CN1LN220LNQD0PA,"""<p>1945 smooth quilted leather minaudière bag</p>\r\n    <ul>\r\n        <li>Elongated cup-holder style</li>\r\n        <li>Worn over the shoulder or at the waist</li>\r\n        <li>Golden Balmain Paris logo</li>\r\n        <li>Removable leather and chain shoulder strap</li>\r\n        <li>Flap with golden metal zip</li>\r\n        <li>Reinforced insets at the flap corners</li>\r\n        <li>Golden hardware</li>\r\n        <li>Comes with a protective cover</li>\r\n        <li>Dimensions: 10 x 10 x 15.5 cm</li>\r\n        <li>Main material: 100% lambskin leather</li>\r\n        <li>Made in Italy</li>\r\n        <li>Item: CN1LN220LNQD</li>\r\n    </ul>"""
44,EH1AM055VB000FA,"""<p>Crepe collared T-shirt with \""Love Letter\"" embroidery</p>\r\n    <ul>\r\n        <li>Shirt collar with hidden button</li>\r\n        <li>Round neckline</li>\r\n        <li>Short cuffed sleeves</li>\r\n        <li>\r\n            \""Love Letter\"" embroidery in contrasting textured thread on the front\r\n        </li>\r\n        <li>Regular fit</li>\r\n        <li>Model measures 187cm and wears a size 48</li>\r\n        <li>Main material: 100% viscose</li>\r\n        <li>Made in Italy</li>\r\n        <li>Item: EH1AM055VB00</li>\r\n    </ul>\r\n    <p>\r\n        100% of the viscose fibres used to make this garment come from\r\n        certified, sustainably managed forests\r\n    </p>"""
45,EH1HS40521VGEAB,"""<p>Loose shirt with \""Love Letter\"" embroidery</p>\r\n    <ul>\r\n        <li>Shirt collar</li>\r\n        <li>Long sleeves</li>\r\n        <li>Straight buttoned cuffs</li>\r\n        <li>\r\n            \""Love Letter\"" embroidery in contrasting textured thread on the front\r\n        </li>\r\n        <li>Fastening with 7 engraved buttons (6 under the placket)</li>\r\n        <li>Straight cut</li>\r\n        <li>Model measures 186cm and wears a size 39</li>\r\n        <li>Main material: 100% viscose</li>\r\n        <li>Made in Italy</li>\r\n        <li>Item: EH1HS40521VG</li>\r\n    </ul>"""
46,EH1GC027BC920PA,"""<p>Cotton polo shirt with leather Balmain Couture label</p>\r\n    <ul>\r\n        <li>Polo collar</li>\r\n        <li>Zip fastening, engraved silver metal slider</li>\r\n        <li>Short sleeves</li>\r\n        <li>Leather Balmain Couture label embroidered on the chest</li>\r\n        <li>Straight cut</li>\r\n        <li>Model measures 190cm and wears a size M</li>\r\n        <li>Main material: 100% cotton</li>\r\n        <li>Made in Italy</li>\r\n        <li>Item: EH1GC027BC92</li>\r\n    </ul>"""
47,EH1EH175PC70GAB,"""<p>Embroidered Balmain Letter T-shirt</p>\r\n    <ul>\r\n        <li>Round neck with ribbed trim</li>\r\n        <li>Short sleeves</li>\r\n        <li>Contrasting Balmain Letter logo embroidered on the front</li>\r\n        <li>Regular fit</li>\r\n        <li>Model measures 187cm and wears a size M</li>\r\n        <li>Main material: 100% cotton</li>\r\n        <li>Made in India</li>\r\n        <li>Item: EH1EH175PC70</li>\r\n    </ul>"""
48,EH1EG010BC90GFE,"""<p>PB Labyrinth jacquard T-shirt</p>\r\n    <ul>\r\n        <li>Round neck with contrasting ribbed trim</li>\r\n        <li>Short sleeves</li>\r\n        <li>Woven Balmain Couture label on the chest</li>\r\n        <li>Regular fit</li>\r\n        <li>Model measures 187cm and wears a size M</li>\r\n        <li>Main material: 95% cotton 5% elastane</li>\r\n        <li>Made in Portugal</li>\r\n        <li>Item: EH1EG010BC90</li>\r\n    </ul>\r\n    <p>\r\n        100% of the cotton fibres used to make this garment are certified and\r\n        organically farmed\r\n    </p>"""
49,EH1JT240PC70EAW,"""<p>Embroidered Balmain Letter hoodie</p>\r\n    <ul>\r\n        <li>Round neckline</li>\r\n        <li>Adjustable hood with drawstring</li>\r\n        <li>Engraved metal aglets, eyelets and stoppers</li>\r\n        <li>Long sleeves</li>\r\n        <li>Embroidered Balmain Letter logo on the front</li>\r\n        <li>Raised embroidery in crystals and beads</li>\r\n        <li>Kangaroo pocket</li>\r\n        <li>Ribbed trim</li>\r\n        <li>Regular fit</li>\r\n        <li>Model measures 186cm and wears a size M</li>\r\n        <li>Main material: 100% cotton</li>\r\n        <li>Made in India</li>\r\n        <li>Item: EH1JT240PC70</li>\r\n    </ul>"""
50,EH1KD013KI04GAB,"""<p>Striped \""Love Letter\"" knit jumper</p>\r\n    <ul>\r\n        <li>Round neckline</li>\r\n        <li>3 decorative \""Chain Lion\"" buttons in gold metal on the shoulder</li>\r\n        <li>Long sleeves</li>\r\n        <li>Contrasting ribbed edging</li>\r\n        <li>Relaxed fit</li>\r\n        <li>Model measures 187cm and wears a size M</li>\r\n        <li>\r\n            Main material: 66% merino wool 19% cotton 9% polyamide 5% wool 1%\r\n            elastane\r\n        </li>\r\n        <li>Made in France</li>\r\n        <li>Item: EH1KD013KI04</li>\r\n    </ul>"""
51,EH1SE28509WCEHV,"""<p>\r\n        Tailored grain de poudre 1-button jacket with \""Love Letter\"" embroidery\r\n    </p>\r\n    <ul>\r\n        <li>Embroidered Italian tailored collar</li>\r\n        <li>Structured shoulders</li>\r\n        <li>Long sleeves</li>\r\n        <li>Straight cuffs with 3 matching covered buttons</li>\r\n        <li>Crystal and cannetille embroidery on the collar and cuff</li>\r\n        <li>1 breast pocket</li>\r\n        <li>2 side slash pockets with flaps</li>\r\n        <li>Fastening with 1 matching covered button</li>\r\n        <li>2 slash inside pockets with buttons</li>\r\n        <li>Satin lining</li>\r\n        <li>Straight cut</li>\r\n        <li>Model measures 187cm and wears a size 48</li>\r\n        <li>Main material: 100% wool</li>\r\n        <li>Made in Slovakia</li>\r\n        <li>Item: EH1SE28509WC</li>\r\n    </ul>\r\n    <p>\r\n        100% of the wool fibres used to make this garment are sourced from sheep\r\n        farms that are certified and animal welfare-friendly\r\n    </p>"""
52,EH1TF955VH56EAB,""" <p>Bomber jacket with all-over Balmain label print</p>\r\n    <ul>\r\n        <li>Long sleeves</li>\r\n        <li>2 slash side pockets</li>\r\n        <li>Front fastening with 7 Balmain-engraved press studs</li>\r\n        <li>Ribbed trim</li>\r\n        <li>Woven Balmain Couture label on the back</li>\r\n        <li>Inside pocket with press stud</li>\r\n        <li>Satin lining</li>\r\n        <li>Relaxed fit</li>\r\n        <li>Model measures 190cm and wears a size 48</li>\r\n        <li>Main material: 100% viscose</li>\r\n        <li>Made in Italy</li>\r\n        <li>Item: EH1TF955VH56</li>\r\n    </ul>"""
53,EH1PQ305WC090PA,"""<p >Pleated plain grain de poudre trousers</p>\r\n    <ul >\r\n        <li >\r\n            Waistband with belt loops and a triple belt loop at the back\r\n        </li>\r\n        <li >Front pleats with belt loops</li>\r\n        <li >\r\n            Zip and hook fastening under a placket\r\n        </li>\r\n        <li >2 slash side pockets</li>\r\n        <li >2 slash pockets on the back</li>\r\n        <li >Loose fit and regular waist</li>\r\n        <li >\r\n            Model measures 187cm and wears a size 48\r\n        </li>\r\n        <li >Main material: 100% wool</li>\r\n        <li >Made in Slovakia</li>\r\n        <li >Item: EH1PQ305WC09</li>\r\n    </ul>\r\n    <p >\r\n        100% of the wool fibres used to make this garment are sourced from sheep\r\n        farms that are certified and animal welfare-friendly\r\n    </p>"""
54,DH1PQ260VF43EAB,"""<p>Palm print satin pyjama trousers</p>\r\n    <ul>\r\n        <li>Relaxed fit</li>\r\n        <li>2 Italian pockets</li>\r\n        <li>Elasticated waist with inner drawstring</li>\r\n        <li>Pierre Balmain signature integrated into the print</li>\r\n        <li>Flowing fit</li>\r\n        <li>Model measures 189cm and wears a size 48</li>\r\n        <li>Main material: 100% cupro</li>\r\n        <li>Made in Bulgaria</li>\r\n        <li>Item: DH1PQ260VF43</li>\r\n    </ul>"""
55,EH1SC285MG90ENA,"""<p>Cropped denim and grain de poudre jacket</p>\r\n    <ul>\r\n        <li>Italian tailored collar</li>\r\n        <li>Structured shoulders</li>\r\n        <li>Long sleeves</li>\r\n        <li>Straight cuffs with 3 covered buttons</li>\r\n        <li>Denim jacket insert</li>\r\n        <li>2 flap chest pockets</li>\r\n        <li>2 slash side pockets</li>\r\n        <li>Buttoned cuffs and side tabs</li>\r\n        <li>\""Double Chain Lion\"" buttons in gold metal</li>\r\n        <li>Woven Balmain Couture label on the waist</li>\r\n        <li>2 slash inside pockets</li>\r\n        <li>Satin lining</li>\r\n        <li>Straight, cropped fit</li>\r\n        <li>Model measures 190cm and wears a size 48</li>\r\n        <li>Main material: 100% wool</li>\r\n        <li>Made in Slovakia</li>\r\n        <li>Item: EH1SC285MG90</li>\r\n    </ul>\r\n    <p>\r\n        100% of the wool fibres used to make this garment are sourced from sheep\r\n        farms that are certified and animal welfare-friendly\r\n    </p>"""
56,DH0JS118BC81EAH,"""<p >\r\n        Vintage Balmain embroidered oversized sweatshirt\r\n    </p>\r\n    <ul >\r\n        <li >Relaxed fit</li>\r\n        <li >Round neckline</li>\r\n        <li >Long sleeves</li>\r\n        <li >Rounded panels</li>\r\n        <li >\r\n            Multicoloured vintage Balmain logo embroidered on the front\r\n        </li>\r\n        <li >Ribbed trim</li>\r\n        <li >\r\n            Model measures 189cm and wears a size M\r\n        </li>\r\n        <li >Main material: 100% cotton</li>\r\n        <li >Made in Portugal</li>\r\n        <li >Item: DH0JS118BC81</li>\r\n    </ul>\r\n    <p >\r\n        100% of the cotton fibres used to make this garment are certified and\r\n        organically farmed\r\n    </p>"""
57,BWB641590012,"""<p>Vintage Balmain swim shorts</p>\r\n    <ul>\r\n        <li>Elasticated drawstring waist</li>\r\n        <li>Silver metal eyelets and aglets</li>\r\n        <li>2 slash side pockets</li>\r\n        <li>Contrasting vintage Balmain logo printed on the side</li>\r\n        <li>Model measures 189cm and wears a size M</li>\r\n        <li>Main material: 100% polyester</li>\r\n        <li>Made in Italy</li>\r\n        <li>Item: BWB641590</li>\r\n    </ul>"""
58,EM1VI362KRCTEAB,"""<p>\r\n        Unicorn Wave trainers in neoprene and calfskin with an all-over \""Love\r\n        Letter\"" print\r\n    </p>\r\n    <ul>\r\n        <li>Padded upper with wave details</li>\r\n        <li>Lace fastening</li>\r\n        <li>3D Balmain logo on the tongue and embossed on the side</li>\r\n        <li>Hollow sole with air-cushion effect, B studs</li>\r\n        <li>Neoprene lining</li>\r\n        <li>Leather insole</li>\r\n        <li>Sole height: 7 cm</li>\r\n        <li>Main material: 50% polyurethane 50% nylon</li>\r\n        <li>Made in China</li>\r\n        <li>Item: EM1VI362KRCT</li>\r\n    </ul>"""
59,DM1VI288LTSGEAB,"""<p>B-Court sneakers in calfskin</p>\r\n    <ul>\r\n        <li>Lace fastening with engraved eyelets</li>\r\n        <li>Leather label with Balmain logo</li>\r\n        <li>Contrasting leather insert with embossed B logo on the back</li>\r\n        <li>Metal Balmain logo on the side</li>\r\n        <li>\r\n            Thick rubber outsole with contrasting detail, embossed Balmain logo\r\n        </li>\r\n        <li>Leather lining and insole</li>\r\n        <li>Silver hardware</li>\r\n        <li>Main material: 100% calfskin leather</li>\r\n        <li>Made in Italy</li>\r\n        <li>Item: DM1VI288LTSG</li>\r\n    </ul>"""
60,DM1VI350TNVFEFF,"""<p>B-East trainers in leather, suede and mesh</p>\r\n    <ul>\r\n        <li>Multi-material design in technical materials</li>\r\n        <li>Lace fastening with loops</li>\r\n        <li>PB logo inserts on the sides</li>\r\n        <li>Balmain logo embossed on the sole, front and sides</li>\r\n        <li>Balmain logo printed on the tongue and side</li>\r\n        <li>Pull tab details on the front and back</li>\r\n        <li>Main material: 100% calfskin</li>\r\n        <li>Made in Italy</li>\r\n        <li>Item: DM1VI350TNVF</li>\r\n    </ul>"""
61,DM1VI355LNVYEFF,"""<p>Run-Row leather and nylon sneakers</p>\r\n    <ul>\r\n        <li>Multi-material design</li>\r\n        <li>Lace fastening</li>\r\n        <li>\r\n            Contrasting Balmain logo printed on the tongue, and embossed on the\r\n            side and heel\r\n        </li>\r\n        <li>Contrasting B logo embossed on the front</li>\r\n        <li>Thick, sculpted outsole with contrasting detail</li>\r\n        <li>Technical fabric lining and insole</li>\r\n        <li>Main material: 100% calfskin leather</li>\r\n        <li>Made in China</li>\r\n        <li>Item: DM1VI355LNVY</li>\r\n    </ul>"""
62,EM1VI357TMGOYAD,""" <p>Cosmic Dust fleece trainers</p>\r\n    <ul>\r\n        <li>Lace fastening with stopper and silver metal loops</li>\r\n        <li>Tongue with printed Balmain and PB logos</li>\r\n        <li>PB logo embossed on the sides</li>\r\n        <li>Balmain logo printed on the front and back</li>\r\n        <li>Sculpted Vibram rubber outsole</li>\r\n        <li>Technical fabric lining and insole</li>\r\n        <li>Main material: 82% nylon 14% spandex 4% TPU</li>\r\n        <li>Made in China</li>\r\n        <li>Item: EM1VI357TMGO</li>\r\n    </ul>"""
63,DM0TE346LPAT0PA,"""<p>Eden patent leather Chelsea boots</p>\r\n    <ul>\r\n        <li>Square toe</li>\r\n        <li>Elastic on the sides</li>\r\n        <li>Pull tab at the back</li>\r\n        <li>Covered heel embellished with gold metal grillz inlay</li>\r\n        <li>Leather lining</li>\r\n        <li>Leather insole</li>\r\n        <li>Leather outsole</li>\r\n        <li>Heel height: 5.5 cm</li>\r\n        <li>Main material: 100% calfskin leather</li>\r\n        <li>Made in Italy</li>\r\n        <li>Item: DM0TE346LPAT</li>\r\n    </ul>"""
64,BM1UO330LIRS0PA,"""<p>Ben smooth leather loafers</p>\r\n    <ul>\r\n        <li>Pointed toe</li>\r\n        <li>Raised golden metal PB logo on the front band</li>\r\n        <li>Balmain logo on the insole at the heel</li>\r\n        <li>Thick and slightly protruding sole in smooth leather and rubber</li>\r\n        <li>Leather lining</li>\r\n        <li>Leather insole</li>\r\n        <li>Heel height: 5 cm</li>\r\n        <li>Main material: calfskin</li>\r\n        <li>Made in Italy</li>\r\n        <li>Item: BM1UO330LIRS</li>\r\n    </ul>"""
65,CM1UG320TJMAGFE,"""<p >Alex espadrilles with jacquard monogram</p>\r\n    <ul >\r\n        <li >Wedge soles</li>\r\n        <li >\r\n            This item fits true to size (select your usual shoe size)\r\n        </li>\r\n        <li >\r\n            Main material: 84% cotton, 16% polyester\r\n        </li>\r\n        <li >Made in Italy</li>\r\n        <li >Item: CM1UG320TJMA</li>\r\n    </ul>"""
66,EM1FF239TNDTEAF,"""<p>1945 Soft tote bag in diamond-quilted nylon</p>\r\n    <ul>\r\n        <li>Carry in the hand or wear on the shoulder</li>\r\n        <li>Metal Balmain logo</li>\r\n        <li>Adjustable side gussets, 3 press studs</li>\r\n        <li>Double handles in leather and chains interlaced with nylon</li>\r\n        <li>Engraved eyelets</li>\r\n        <li>Magnetic fastening</li>\r\n        <li>Nylon lining</li>\r\n        <li>Metal bag feet</li>\r\n        <li>Inside zipped pocket</li>\r\n        <li>Leather card pocket</li>\r\n        <li>Gold hardware</li>\r\n        <li>Dimensions: 40 x 30 x 13.5&nbsp;cm</li>\r\n        <li>Main material: 100% polyester</li>\r\n        <li>Made in Italy</li>\r\n        <li>Item: EM1FF239TNDT</li>\r\n    </ul>"""
67,CM1SH055TGBO0PA,"""<p >Rubber Guitar Clutch Bag</p>\r\n    <ul >\r\n        <li >Guitar shape</li>\r\n        <li >\r\n            Balmain Signature logo in contrasting print\r\n        </li>\r\n        <li >\r\n            Handle and detachable shoulder strap with snap hooks\r\n        </li>\r\n        <li >Silver hardware</li>\r\n        <li >\r\n            Contrasting topstitching and silver Balmain Paris-engraved rivets\r\n        </li>\r\n        <li >Comes with a protective cover</li>\r\n        <li >Dimensions: 32.5 x 26 x 8.5 cm</li>\r\n        <li >Main material: 100% Rubber</li>\r\n        <li >Made in Italy</li>\r\n        <li >Item: CM1SH055TGBO</li>\r\n    </ul>"""
68,DBPS164164C,"""<p>B-Army sunglasses</p>\r\n    <ul>\r\n        <li>Square cat-eye shape</li>\r\n        <li>Smoke lenses with engraved PB logo</li>\r\n        <li>Tortoiseshell acetate frame</li>\r\n        <li>Gold metal screws</li>\r\n        <li>Temple with gold Balmain logo</li>\r\n        <li>Main material: acetate</li>\r\n        <li>Made in Japan</li>\r\n        <li>Item: DBPS164</li>\r\n    </ul>"""
69,DBPS164164B,"""<p>B-Army sunglasses</p>\r\n    <ul>\r\n        <li>Square cat-eye shape</li>\r\n        <li>Smoke lenses with engraved PB logo</li>\r\n        <li>Tortoiseshell acetate frame</li>\r\n        <li>Gold metal screws</li>\r\n        <li>Temple with gold Balmain logo</li>\r\n        <li>Main material: acetate</li>\r\n        <li>Made in Japan</li>\r\n        <li>Item: DBPS164</li>\r\n    </ul>"""
70,DBPS164164A,"""<p>B-Army sunglasses</p>\r\n    <ul>\r\n        <li>Square cat-eye shape</li>\r\n        <li>Smoke lenses with engraved PB logo</li>\r\n        <li>Tortoiseshell acetate frame</li>\r\n        <li>Gold metal screws</li>\r\n        <li>Temple with gold Balmain logo</li>\r\n        <li>Main material: acetate</li>\r\n        <li>Made in Japan</li>\r\n        <li>Item: DBPS164</li>\r\n    </ul>"""
71,EN1MA195LCLLGAB,"""<p>B-Buzz card holder in printed \""Love Letter\"" calfskin</p>\r\n    <ul>\r\n        <li>Vintage gold metal B logo</li>\r\n        <li>Card pockets</li>\r\n        <li>Gold embossed Balmain logo</li>\r\n        <li>Dimensions: 11.5 x 8.5 x 1.5&nbsp;cm</li>\r\n        <li>Main material: 100% calfskin</li>\r\n        <li>Made in Italy</li>\r\n        <li>Item: EN1MA195LCLL</li>\r\n    </ul>"""
72,BM0WJ016TMCKWFP,"""<p >Monogrammed waxed canvas belt</p>\r\n    <ul >\r\n        <li >Gold metal monogram buckle</li>\r\n        <li >5 square eyelets in gold metal</li>\r\n        <li >Suede leather lining</li>\r\n        <li >\r\n            Embossed Balmain logo on the inside\r\n        </li>\r\n        <li >Width: 3.5 cm</li>\r\n        <li >Main material: 100% calfskin</li>\r\n        <li >Made in Italy</li>\r\n        <li >Item: BM0WJ016TMCK</li>\r\n    </ul>"""
73,DN1XH358MLTOIAB,"""<p>Brass chain bracelet</p>\r\n    <ul>\r\n        <li>Silver brass base</li>\r\n        <li>Gold brass chain</li>\r\n        <li>Balmain Paris engraved on the inside</li>\r\n        <li>Main material: 100% brass</li>\r\n        <li>Made in Thailand</li>\r\n        <li>Item: DN1XH358MLTO</li>\r\n    </ul>"""
74,CN4DB530TCDY,"""<p >B-Buzz 23 bag in canvas and calfskin</p>\r\n    <ul >\r\n        <li >\r\n            Carry in the hand, on the shoulder or across the body\r\n        </li>\r\n        <li >Leather handle</li>\r\n        <li >\r\n            Detachable leather strap with engraved snap hooks\r\n        </li>\r\n        <li >\r\n            Flap with quarter-turn B-Twist clasp\r\n        </li>\r\n        <li >Patch pocket at the back</li>\r\n        <li >Inside zipped pocket</li>\r\n        <li >Inside leather card pocket</li>\r\n        <li >Smooth leather lining</li>\r\n        <li >Metal bag feet</li>\r\n        <li >Golden hardware</li>\r\n        <li >Dimensions: 23 x 20 x 11 cm</li>\r\n        <li >Shoulder strap: 110 cm</li>\r\n        <li >Main material: 100% cotton</li>\r\n        <li >Made in Italy</li>\r\n        <li >Item: CN4DB530TCDY</li>\r\n    </ul>"""
75,DN1ON225LGSR8AG,"""<p>Emblème grained calfskin clutch</p>\r\n        <ul>\r\n            <li>Carry in the hand, on the shoulder or across the body</li>\r\n            <li>Gold printed Balmain logo</li>\r\n            <li>Chain shoulder strap</li>\r\n            <li>Decorative \""Coin\"" press-stud fastening</li>\r\n            <li>\r\n                Inside leather pockets and card pocket, embossed gold Balmain\r\n                logo\r\n            </li>\r\n            <li>Leather lining</li>\r\n            <li>Gold hardware</li>\r\n            <li>Dimensions: 19 x 12 x 3 cm</li>\r\n            <li>Main material: 100% calfskin leather</li>\r\n            <li>Made in Italy</li>\r\n            <li>Item: DN1ON225LGSR</li>\r\n        </ul>"""
76,EN1DB960TDTW6FF,"""<p >Medium denim Jolie Madame bag</p>\r\n    <ul >\r\n        <li >\r\n            Carry in the hand, on the shoulder or across the body\r\n        </li>\r\n        <li >\r\n            Denim and chain shoulder strap with snap hooks and an adjustable\r\n            buckle\r\n        </li>\r\n        <li >\r\n            Handle with engraved B logos and rings\r\n        </li>\r\n        <li >Front pocket</li>\r\n        <li >\r\n            Jeans effect with metal \""Double Chain Lion\"" button\r\n        </li>\r\n        <li >Structured side panels</li>\r\n        <li >\r\n            Magnetic fastening and leather tab\r\n        </li>\r\n        <li >Engraved metal bag feet</li>\r\n        <li >Inside patch pocket</li>\r\n        <li >\r\n            Inside leather card pocket, embossed Balmain logo\r\n        </li>\r\n        <li >Leather lining</li>\r\n        <li >Gold hardware</li>\r\n        <li >\r\n            Dimensions: 8.5 x 34.5 x 22.5&nbsp;cm\r\n        </li>\r\n        <li >Main material: 100% cotton</li>\r\n        <li >Made in Italy</li>\r\n        <li >Item: EN1DB960TDTW</li>\r\n    </ul>"""
77,CN1FF869TMBJWEZ,"""<p>Olivier's Cabas in canvas with smooth leather details</p>\r\n    <ul>\r\n        <li>Trapezoid shape</li>\r\n        <li>Two handles to wear on the shoulder</li>\r\n        <li>Removable and adjustable leather shoulder strap</li>\r\n        <li>Contrasting Balmain Signature logo on the front</li>\r\n        <li>Press-stud fastening on leather tab inside</li>\r\n        <li>Flat Balmain embossed pocket inside</li>\r\n        <li>Golden hardware</li>\r\n        <li>Comes with a protective cover</li>\r\n        <li>Dimensions: 35.5 x 28 x 13 cm</li>\r\n        <li>Main material: 100% calfskin leather</li>\r\n        <li>Made in Italy</li>\r\n        <li>Item: CN1FF869TMBJ</li>\r\n    </ul>"""
78,DN1FE818TJDCGFE,"""<p>B-Army small monogrammed jacquard bag with leather details</p>\r\n    <ul>\r\n        <li>Tote bag shape</li>\r\n        <li>Leather handles and adjustable shoulder strap</li>\r\n        <li>Leather inserts and embroidered Balmain Paris logo</li>\r\n        <li>Balmain engraved lobster clasp at the top of the bag</li>\r\n        <li>Patch pocket and embossed logo on the inside</li>\r\n        <li>Leather bag feet</li>\r\n        <li>Golden hardware</li>\r\n        <li>Comes with a protective cover</li>\r\n        <li>Dimensions: 20.5 x 26 x 8.5 cm</li>\r\n\r\n        <li>Main material: 88% cotton, 12% polyester, calfskin</li>\r\n\r\n        <li>Made in Italy</li>\r\n\r\n        <li>Item: DN1FE818TJDC</li>\r\n    </ul>"""
79,EF1KA120KH91GAU,"""<p >\r\n        Two-tone knit jumper with faux cardigan design\r\n    </p>\r\n    <ul >\r\n        <li >Round-neck cardigan</li>\r\n        <li >Fastening with 2 press studs</li>\r\n        <li >Round-neck jumper</li>\r\n        <li >Structured shoulders</li>\r\n        <li >Long sleeves</li>\r\n        <li >2 fake pockets with buttons</li>\r\n        <li >\r\n            \""Chain Lion Thread\"" buttons in two-tone metal\r\n        </li>\r\n        <li >Contrasting ribbed edging</li>\r\n        <li >Cropped slim fit</li>\r\n        <li >\r\n            Model measures 179cm and wears a size 36\r\n        </li>\r\n        <li >\r\n            Main material: 55% wool 24% cashmere 21% virgin wool\r\n        </li>\r\n        <li >Made in Italy</li>\r\n        <li >Item: EF1KA120KH91</li>\r\n    </ul>"""
80,EN1DB953AHXSEAW,"""<p >\r\n        B-Buzz Dynasty bag in suede and rhinestones\r\n    </p>\r\n    <ul >\r\n        <li >\r\n            Carry in the hand, on the shoulder or across the body\r\n        </li>\r\n        <li >\r\n            Reflective leather handle, Balmain-engraved plaque\r\n        </li>\r\n        <li >\r\n            Removable chain shoulder strap with snap hooks\r\n        </li>\r\n        <li >Flap with magnetic B-Twist clasp</li>\r\n        <li >\r\n            Reflective leather patch pocket on the back\r\n        </li>\r\n        <li >Embossed leather card pocket</li>\r\n        <li >Leather lining</li>\r\n        <li >Metal bag feet</li>\r\n        <li >Silver hardware</li>\r\n        <li >Dimensions: 16 x 23 x 7&nbsp;cm</li>\r\n        <li >Main material: 100% goatskin</li>\r\n        <li >Made in Italy</li>\r\n        <li >Item: EN1DB953AHXS</li>\r\n    </ul>"""
81,CN1EG879TMBJEEO,"""<p>Monogram canvas bucket bag with smooth leather detailing</p>\r\n    <ul>\r\n        <li>Basket shape with double flaps</li>\r\n        <li>Balmain Signature logo in contrasting print</li>\r\n        <li>Side opening, press-studs on leather placket</li>\r\n        <li>Contrasting braided leather handles</li>\r\n        <li>Removable and adjustable leather shoulder strap</li>\r\n        <li>Patch pocket and embossed logo on the inside</li>\r\n        <li>Metal bag feet</li>\r\n        <li>Balmain-engraved golden metal hardware</li>\r\n        <li>Contrasting topstitching</li>\r\n        <li>Comes with a protective cover</li>\r\n        <li>Dimensions: 32.5 x 26 x 8.5 cm</li>\r\n        <li>Materials: Canvas P/U leather</li>\r\n        <li>Main material: 100% calfskin leather</li>\r\n        <li>Made in Italy</li>\r\n        <li>Item: CN1EG879TMBJ</li>\r\n    </ul>"""
82,EF1R5086KH88GAU,"""<p>Two-tone knit dress with faux waistcoat design</p>\r\n    <ul>\r\n        <li>Dress with round neckline</li>\r\n        <li>Sleeveless</li>\r\n        <li>Integrated V-neck waistcoat</li>\r\n        <li>Front fastening with 5 press studs</li>\r\n        <li>2 fake front pockets with buttons</li>\r\n        <li>\""Chain Lion Thread\"" buttons in two-tone metal</li>\r\n        <li>\r\n            Visible gold metal zip fastening on the back with Balmain\r\n            Paris-engraved slider\r\n        </li>\r\n        <li>Contrasting ribbed edging</li>\r\n        <li>Short slim fit</li>\r\n        <li>Model measures 178cm and wears a size 36</li>\r\n        <li>Main material: 85% viscose 15% polyester</li>\r\n        <li>Made in Italy</li>\r\n        <li>Item: EF1R5086KH88</li>\r\n    </ul>\r\n    <p>\r\n        100% of the viscose fibres used to make this garment come from\r\n        certified, sustainably managed forests\r\n    </p>"""
83,DM1GE150TJMYGFE,"""<p >Two-tone jacquard backpack</p>\r\n    <ul >\r\n        <li >Zip fastenings</li>\r\n        <li >Adjustable shoulder straps</li>\r\n        <li >\r\n            Balmain logo with silver foil hot stamping\r\n        </li>\r\n        <li >Black leather inserts</li>\r\n        <li >Exterior zipped pocket</li>\r\n        <li >Palladium finish</li>\r\n        <li >Comes with a protective cover</li>\r\n        <li >Dimensions: 18 x 30 x 40 cm</li>\r\n        <li >\r\n            Main material: 84% cotton, 16% polyester\r\n        </li>\r\n        <li >Made in France</li>\r\n        <li >Item: DM1GE150TJMY</li>\r\n    </ul>"""
